videoId,score
lcpHTBWmJ6U,0.28046
videoId,0
HpIEeBtJupY,0.24382
bfvUtSumLcE,0.46498
md5UCR7mcIY,0.0843
Z9nfbVh5Wzk,-0.14178
dzsPmCLpqI4,0.2697
DFMf9oPbuRI,0.19042
3bhoVSI6VoI,0.2574
PJPzvPqf9YI,0.45148
OQV8WmUdeIo,0.36844
LbHZeEL98nQ,0.1327
_FTYrQtrDps,0.41484
1LubzKrjr68,0.3141
LJ-LoJhbBA4,0.1539
zvRdbPMEMUI,0.60996
VcLWubfmJcM,0.17356
AECBgmkWvo0,0.49036
RxbJo2kDRxE,0.36896
vLPpF0hunwc,0.20674
mfePdDh9t6Q,0.27172
ebO38bbq0_4,0.10124
NBcGLLU90fM,0.00466
mUWCnANvJdE,0.04246
2T9s5i21yCs,-0.23778
qxNTQozl5fE,-0.21546
539Bk9fFOyo,0.20586
q01b-lV6y5Q,0.08234
b5VUnapu-qs,0.48568
o77UV7YrWvw,0.42244
SRVswRH5Q7E,0.33154
eNQTnPXNIFA,0.29524
hkCT-6KJAK0,0.14134
52nI2IPyOu8,0.0251
hwYzBBkkhyU,0.65358
TbLJqifPXKM,0.3174
6LoWEs8z1A4,0.05394
josqjcH79PE,0.34776
3bwcXPmF2VA,0.21692
cx5gPKp9QEc,0.30426
m2B8t8vzeUE,0.32264
Xt1zAWbccIQ,0.0517
6ju8mig4VoU,0.38378
5OxdXq91TV0,0.20418
UlRNHEMSGQE,0.28722
OxIQhyAn9JE,0.29008
_gJPYgQQ01c,0.44898
Dg5AIy0bY1A,0.4368
KR74TQesUoQ,0.1934
_-5W9RvrjvA,0.1457
9Sf278j1GTU,0.19928
5vaYfd0fekI,0.2446
44NXK9_h3wE,0.11318
Yf_4Qv-A55Q,0.39084
zVi5hx37yvw,0.31608
Mwpz1zjPlzI,0.49592
EyREi7l5020,0.07498
N01BYteinzE,0.4155
qcE2Wcpm05k,0.57096
BzkpfwR9bU0,0.22586
TPm0XSPxld8,0.17652
0TZUHuPdnKA,0.36126
_Ckh-60B6LY,0.37428
Cj2M-T5HTsE,0.5198
osbozn9iV3g,0.57388
0AM35Nu5McY,0.53526
Bef8QjIjCy0,0.22396
fa0zHI6nLUo,0.09208
5H0euuo1PGQ,0.2425
vXPtNNLEOUc,0.53696
KUDhXlnr-gU,0.0624
9ujT1upyWVg,0.28256
wO2HS7hcSb8,0.32388
splvwSMAKd0,0.3186
eLTpf_5di2o,0.41698
GiPOQC5nYMs,-0.17778
pGerRhxNQJE,0.54344
zdouC7ZNTJ0,0.39926
F3ATYBGC_tY,0.19236
ddJg3gzYEb8,0.15424
_oxnYV6y51w,0.16682
_6796gj7-Gw,0.15472
G4YHzSmT3qU,0.64426
yP7OACmLP48,0.31752
cneuckplrtI,0.1749
JPhCxbxPHbo,0.02526
NiHPu5PltCY,0.21714
KdH2-rKEyNY,0.41578
sVRVT84VQVw,0.42242
m4sjTt7rhow,0.53518
Jlzo8OzoZ_c,0.16832
KUDGGsyh1Hs,0.39368
k9dhcfIyOFc,0.4175
KA8jr4GLzhI,0.2821
e1yUVLKhcko,0.1954
Gc8emFk-2vc,0.56298
Q-HugPvA7GQ,0.1197
zgX6S7tEScI,0.53504
s4CN6aVKhPo,0.42196
7Z3LE5uM-6Y,0.00896
Z_8MpZeMdD4,0.71608
D-9M3GWoBrw,0.13802
KBe1d8BdjqQ,0.29992
e73sb5pyriQ,0.0433
f8RvFlr5wRk,-0.01892
70gLa0-1Rho,0.18016
oA4JRcF_3nI,0.57672
vVFDm__CdQw,0.2854
I2nrBITEVls,0.15594
v1qw-ttBOdA,0.44606
ksR4Xy6tFcM,0.38014
Fa8E3tCDIpo,0.2623
ziHfSkOhAmg,0.4176
AyRgeA65oI0,0.24582
hxakW1miEcM,0.05174
8ATp13mOhvg,0.36002
MkFbC74H0mo,0.3997
wJWt0dcgafs,0.11838
