channelId,videoId,channelTitle,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,duration
UC640y4UvDAlya_WOj5U4pfA,DhwAp6yQHQI,nptelhrd,Lecture - 1 Amino Acids I,679813,2784,109,0,281,PT54M3S
UC640y4UvDAlya_WOj5U4pfA,IWgNA9ynfGs,nptelhrd,Lecture - 25 Metabolism I,119917,386,12,0,43,PT59M54S
UC640y4UvDAlya_WOj5U4pfA,aeC7M9PDjQw,nptelhrd,Lecture - 17 Carbohydrates II,106916,342,20,0,30,PT53M26S
UC640y4UvDAlya_WOj5U4pfA,iuW3nk5EADg,nptelhrd,Lecture - 16 Carbohydrates I,165318,684,30,0,69,PT52M49S
UC640y4UvDAlya_WOj5U4pfA,Fp1wKo72b2A,nptelhrd,Lecture - 4 Protein structure II,146327,347,14,0,41,PT54M5S
UC640y4UvDAlya_WOj5U4pfA,8BeXwhljq2g,nptelhrd,Lec 1 - Introduction To Problem Solving and Programming,123243,154,27,0,13,PT22M20S
UC640y4UvDAlya_WOj5U4pfA,qAOJzp7ckGo,nptelhrd,Lecture - 34  Psychrometry,166319,641,63,0,51,PT59M19S
UC640y4UvDAlya_WOj5U4pfA,F_7OhKUYV5c,nptelhrd,Lec-1 Fluid Mechanics,588828,1155,105,0,142,PT51M6S
UC640y4UvDAlya_WOj5U4pfA,fK_j_3ZJwuk,nptelhrd,Lecture - 24 Automatic Generation Control,82582,434,17,0,26,PT48M37S
UC640y4UvDAlya_WOj5U4pfA,y_UJvHMEun0,nptelhrd,Lecture - 11 Capacitance of Transmission Lines,73156,174,15,0,17,PT53M36S
UC640y4UvDAlya_WOj5U4pfA,lr1jgbR5ca8,nptelhrd,Lecture - 10 Transmission Line Parameters,139826,463,43,0,10,PT44M17S
UC640y4UvDAlya_WOj5U4pfA,uy9lZCdkQIM,nptelhrd,Lectures - 1 Electric Energy Systems,346372,1007,44,0,51,PT54M15S
UC640y4UvDAlya_WOj5U4pfA,zqXgmVnI3L8,nptelhrd,Lecture -1 History of Refrigeration,390918,851,48,0,81,PT59M32S
UC640y4UvDAlya_WOj5U4pfA,N0hTFnvIE7A,nptelhrd,module 12 Lectrue 1 Kinematics Of Machines,156404,669,31,0,38,PT51M26S
UC640y4UvDAlya_WOj5U4pfA,55tKVBVQDUY,nptelhrd,Module 10 Lecture 1 Kinematics Of Machines,115376,623,13,0,38,PT55M33S
UC640y4UvDAlya_WOj5U4pfA,PSdHf6yozyc,nptelhrd,Lecture - 11 Transistor Biasing,362718,911,56,0,152,PT57M56S
UC640y4UvDAlya_WOj5U4pfA,vfVVF58FtCc,nptelhrd,Lecture - 4 Some Useful Laws in Basic Electronics,242566,474,24,0,66,PT59M5S
UC640y4UvDAlya_WOj5U4pfA,Wf19II0ts84,nptelhrd,Lecture - 3 Electronics Devices,311053,681,30,0,95,PT59M50S
UC640y4UvDAlya_WOj5U4pfA,qqQ8wO-lNmI,nptelhrd,Lecture - 2 Electronic Devices 1,432757,1163,46,0,128,PT55M9S
UC640y4UvDAlya_WOj5U4pfA,w8Dq8blTmSA,nptelhrd,Lecture - 1 Introduction to Basic Electronics,1873036,5378,380,0,520,PT56M23S
UC640y4UvDAlya_WOj5U4pfA,EVqBzOGQlkI,nptelhrd,Module 1 Lecture 2 Kinematics of machines,185912,534,16,0,40,PT36M49S
UC640y4UvDAlya_WOj5U4pfA,DPcVMEBDpAY,nptelhrd,Lecture - 6 Transformations,106048,240,18,0,16,PT55M46S
UC640y4UvDAlya_WOj5U4pfA,gje7QDlmGyU,nptelhrd,Lecture 35 - Explicit and Implicit Methods,86120,334,26,0,22,PT59M1S
UC640y4UvDAlya_WOj5U4pfA,CogfMjKUGc0,nptelhrd,Lecture 31 - Solving Ordinary Differential Equations,86677,162,19,0,10,PT58M37S
UC640y4UvDAlya_WOj5U4pfA,fwzYuhduME4,nptelhrd,Lecture - 1 Introduction to computer graphics,610846,1364,112,0,152,PT54M9S
UC640y4UvDAlya_WOj5U4pfA,mKrwrQMT0a4,nptelhrd,Lecture 3 - Pointers And Arrays,175242,317,25,0,47,PT1H8S
UC640y4UvDAlya_WOj5U4pfA,zjyR9e-N1D4,nptelhrd,Lecture 1 - Programing Basics,415445,737,61,0,84,PT57M21S
UC640y4UvDAlya_WOj5U4pfA,dZKvUyIdMhk,nptelhrd,Introduction - Intelligent Systems Control,87824,126,18,0,12,PT59M29S
UC640y4UvDAlya_WOj5U4pfA,XGQr1uEX-Dc,nptelhrd,Module 14 - Lecture 1 - Vibration Measurement,81969,235,13,0,11,PT1H3M51S
UC640y4UvDAlya_WOj5U4pfA,L4fCMzC46Tg,nptelhrd,Admittance Smith Chart,68856,210,5,0,13,PT54M20S
