channelId,videoId,channelTitle,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,duration
UC640y4UvDAlya_WOj5U4pfA,eNQTnPXNIFA,nptelhrd,Mod-01 Lec-01 Introduction to multivariate statistical modeling,76001,268,12,0,20,PT1H2M54S
UC640y4UvDAlya_WOj5U4pfA,hkCT-6KJAK0,nptelhrd,Mod-01 Lec-30  Principal Component Analysis (PCA),72185,369,19,0,40,PT1H3M17S
UC640y4UvDAlya_WOj5U4pfA,52nI2IPyOu8,nptelhrd,State Space Search - Introduction,67172,277,15,0,19,PT54M3S
UC640y4UvDAlya_WOj5U4pfA,hwYzBBkkhyU,nptelhrd,Mod-01 Lec-13 Miller Indices,133273,687,50,0,26,PT56M59S
UC640y4UvDAlya_WOj5U4pfA,TbLJqifPXKM,nptelhrd,"Mod-01 Lec-04 Crystal structure, Reciprocal lattice I",89789,529,29,0,28,PT58M51S
UC640y4UvDAlya_WOj5U4pfA,6LoWEs8z1A4,nptelhrd,Mod-01 Lec-02 Nuclear Size,88447,649,10,0,46,PT58M49S
UC640y4UvDAlya_WOj5U4pfA,josqjcH79PE,nptelhrd,Mod-01 Lec-01 -Brief Overview of the course,227873,1634,28,0,100,PT53M34S
UC640y4UvDAlya_WOj5U4pfA,3bwcXPmF2VA,nptelhrd,Mod-01 Lec-17 Shell model,80161,520,25,0,28,PT53M36S
UC640y4UvDAlya_WOj5U4pfA,cx5gPKp9QEc,nptelhrd,Cement: Production and Composition,173723,831,33,0,29,PT1H7S
UC640y4UvDAlya_WOj5U4pfA,m2B8t8vzeUE,nptelhrd,Introduction to Welding Engineering,84665,362,22,0,10,PT1H27M44S
UC640y4UvDAlya_WOj5U4pfA,Xt1zAWbccIQ,nptelhrd,Mod-01 Lec-03 Vectors and Tensors,78972,517,20,0,27,PT1H
UC640y4UvDAlya_WOj5U4pfA,6ju8mig4VoU,nptelhrd,Mod-01 Lec-01 Introduction and course overview,81473,297,13,0,6,PT42M56S
UC640y4UvDAlya_WOj5U4pfA,5OxdXq91TV0,nptelhrd,"Mod-01 Lec-01 Introduction, Basic definition of corrosion",152576,556,41,0,32,PT56M59S
UC640y4UvDAlya_WOj5U4pfA,UlRNHEMSGQE,nptelhrd,Mod-01 Lec-01 Lecture 1,95227,687,16,0,45,PT1H32M57S
UC640y4UvDAlya_WOj5U4pfA,OxIQhyAn9JE,nptelhrd,Mod-01 Lec-02 DC -- DC converters,149669,715,43,0,34,PT54M6S
UC640y4UvDAlya_WOj5U4pfA,_gJPYgQQ01c,nptelhrd,Mod-01 Lec-01 Electronic switches,93525,402,7,0,39,PT57M56S
UC640y4UvDAlya_WOj5U4pfA,Dg5AIy0bY1A,nptelhrd,Mod-01 Lec-03 DC -- AC converters,117565,531,41,0,23,PT57M57S
UC640y4UvDAlya_WOj5U4pfA,KR74TQesUoQ,nptelhrd,Mod-01 Lec-01 Introduction to Finite Element Method,289597,1303,30,0,71,PT49M5S
UC640y4UvDAlya_WOj5U4pfA,_-5W9RvrjvA,nptelhrd,Mod-01 Lec-04 Introduction to Finite Element Method,91587,369,5,0,35,PT49M45S
UC640y4UvDAlya_WOj5U4pfA,9Sf278j1GTU,nptelhrd,Mod-01 Lec-01 Introduction,95505,235,11,0,16,PT53M49S
UC640y4UvDAlya_WOj5U4pfA,5vaYfd0fekI,nptelhrd,Mod-01 Lec-23 Iron-Carbon Phase Diagram,491392,2934,153,0,94,PT55M33S
UC640y4UvDAlya_WOj5U4pfA,44NXK9_h3wE,nptelhrd,Mod-01 Lec-37 Proofs in Indian Mathematics - Part 2,67275,618,23,0,51,PT47M47S
UC640y4UvDAlya_WOj5U4pfA,Yf_4Qv-A55Q,nptelhrd,Mod-01 Lec-01 Wave Paticle Duality,120646,802,20,0,37,PT47M7S
UC640y4UvDAlya_WOj5U4pfA,zVi5hx37yvw,nptelhrd,Mod-01 Lec-01 What is sociology?,197334,1914,36,0,107,PT54M32S
UC640y4UvDAlya_WOj5U4pfA,Mwpz1zjPlzI,nptelhrd,Mod-01 Introduction,177355,670,10,0,32,PT39M20S
UC640y4UvDAlya_WOj5U4pfA,EyREi7l5020,nptelhrd,Mod-01 Lec-01 Introduction to Mass Transfer,128397,319,22,0,34,PT45M45S
UC640y4UvDAlya_WOj5U4pfA,N01BYteinzE,nptelhrd,Context and Scope of the Course,96444,361,4,0,14,PT52M27S
UC640y4UvDAlya_WOj5U4pfA,qcE2Wcpm05k,nptelhrd,Energy Bands in Solids,109528,842,22,0,67,PT53M25S
UC640y4UvDAlya_WOj5U4pfA,BzkpfwR9bU0,nptelhrd,Schottky Junction and Ohmic Contacts,86613,906,22,0,62,PT56M21S
UC640y4UvDAlya_WOj5U4pfA,TPm0XSPxld8,nptelhrd,Lecture - 1 Introduction to Communication Engineering,290979,686,40,0,45,PT56M25S
UC640y4UvDAlya_WOj5U4pfA,-sLHfYnxh8s,nptelhrd,Mod-01 Lec-01 Understanding Organizational Behaviour,76163,296,20,0,22,PT59M7S
UC640y4UvDAlya_WOj5U4pfA,0TZUHuPdnKA,nptelhrd,Mod-01 Lec-08 Exchange Rate Arithmetic,68406,454,33,0,27,PT1H2M55S
UC640y4UvDAlya_WOj5U4pfA,_Ckh-60B6LY,nptelhrd,Mod-01 Lec-01 Principles of Condensed Matter Physics,85801,351,14,0,28,PT28M51S
UC640y4UvDAlya_WOj5U4pfA,Cj2M-T5HTsE,nptelhrd,Stage Manners,79059,508,21,0,17,PT49M54S
UC640y4UvDAlya_WOj5U4pfA,osbozn9iV3g,nptelhrd,Feedback on Presentations I,83956,484,12,0,26,PT46M54S
UC640y4UvDAlya_WOj5U4pfA,0AM35Nu5McY,nptelhrd,Introduction,466915,4090,109,0,97,PT49M30S
UC640y4UvDAlya_WOj5U4pfA,Bef8QjIjCy0,nptelhrd,Mod-01 Lec-01 Rational Numbers and Rational Cuts,90053,353,13,0,26,PT52M37S
UC640y4UvDAlya_WOj5U4pfA,fa0zHI6nLUo,nptelhrd,Mod-01 Lec-01 Introduction and Fundamental Concepts - I,760670,2432,74,0,198,PT51M58S
UC640y4UvDAlya_WOj5U4pfA,5H0euuo1PGQ,nptelhrd,Mod-10 Lec-10 Kinematics of Fluid Part - I,101710,485,10,0,32,PT53M26S
UC640y4UvDAlya_WOj5U4pfA,vXPtNNLEOUc,nptelhrd,Mod-04 Lec-04 Fluid Statics Part - I,159352,587,12,0,55,PT54M1S
UC640y4UvDAlya_WOj5U4pfA,KUDhXlnr-gU,nptelhrd,Mod-01 Lec-01 Introduction to Stochastic Processes,75185,149,20,0,28,PT55M11S
UC640y4UvDAlya_WOj5U4pfA,9ujT1upyWVg,nptelhrd,Mod-01 Lec-02 Wireless Channel and Fading,92997,295,17,0,40,PT56M20S
UC640y4UvDAlya_WOj5U4pfA,-ymnQ5rpcYA,nptelhrd,Mod-01 Lec-01 Introduction to 3G/4G Standards,216199,696,28,0,52,PT57M45S
UC640y4UvDAlya_WOj5U4pfA,wO2HS7hcSb8,nptelhrd,Mod-01 Lec-01 Introduction to Plasmas,90482,615,14,0,37,PT56M55S
UC640y4UvDAlya_WOj5U4pfA,splvwSMAKd0,nptelhrd,Mod-01 Lec-01Lecture-01,125322,487,16,0,19,PT59M28S
UC640y4UvDAlya_WOj5U4pfA,eLTpf_5di2o,nptelhrd,Mod-01 Lec-01 Lecture 1,72783,162,7,0,6,PT50M23S
UC640y4UvDAlya_WOj5U4pfA,GiPOQC5nYMs,nptelhrd,Mod-01 Lec-01 Calculus of Variations and Integral Equations,70179,163,20,0,18,PT57M50S
UC640y4UvDAlya_WOj5U4pfA,pGerRhxNQJE,nptelhrd,Mod-01 Lec-01 Quantum Mechanics -- An Introduction,259914,1678,71,0,149,PT49M33S
UC640y4UvDAlya_WOj5U4pfA,zdouC7ZNTJ0,nptelhrd,Mod-01 Lec-36 Perturbation Theory - I,99481,806,20,0,54,PT52M51S
UC640y4UvDAlya_WOj5U4pfA,F3ATYBGC_tY,nptelhrd,Mod-01 Lec-02 Linear Vector Spaces - I,82730,434,13,0,56,PT1H4M15S
UC640y4UvDAlya_WOj5U4pfA,ddJg3gzYEb8,nptelhrd,Mod-01 Lec-01 Introduction to Indian Philosophy,101450,748,40,0,95,PT47M29S
UC640y4UvDAlya_WOj5U4pfA,_oxnYV6y51w,nptelhrd,Mod-01 Lec-01 Introduction to Linear Block Codes,86240,205,15,0,16,PT1H3M24S
UC640y4UvDAlya_WOj5U4pfA,_6796gj7-Gw,nptelhrd,Mod-01 Lec-01 Lecture-01-Introduction to Gas Dynamics & Review of Basic Thermodynamics,125866,360,22,0,27,PT50M36S
UC640y4UvDAlya_WOj5U4pfA,G4YHzSmT3qU,nptelhrd,Mod-01 Lec-01 Motivation for CFD and Introduction to the CFD approach,67462,236,6,0,11,PT57M29S
UC640y4UvDAlya_WOj5U4pfA,yP7OACmLP48,nptelhrd,Mod-01 Lec-01 Lecture-01-High Voltage DC Transmission,104986,376,15,0,18,PT52M30S
UC640y4UvDAlya_WOj5U4pfA,cneuckplrtI,nptelhrd,Mod-01 Lec-13 Lecture-13-Three Phase Transformer Phase Groups Part - I,78103,277,35,0,24,PT54M10S
UC640y4UvDAlya_WOj5U4pfA,JPhCxbxPHbo,nptelhrd,Mod-01 Lec-05 Lecture-05-Testing of Single Phase Transformers,94705,209,8,0,21,PT57M14S
UC640y4UvDAlya_WOj5U4pfA,NiHPu5PltCY,nptelhrd,Mod-01 Lec-21 Lecture-21-Operating Principles of DC Machines,132853,468,33,0,53,PT55M52S
UC640y4UvDAlya_WOj5U4pfA,KdH2-rKEyNY,nptelhrd,Mod-01 Lec-01 Introduction to Helicopter Aerodynamics and Dynamics,65998,398,5,0,25,PT1H12M44S
UC640y4UvDAlya_WOj5U4pfA,sVRVT84VQVw,nptelhrd,Mod-01 Lec-02 Lecture-02-Introduction to Process Control (Contd.),66639,184,8,0,8,PT56M52S
UC640y4UvDAlya_WOj5U4pfA,m4sjTt7rhow,nptelhrd,"Mod-04 Lec-16 Feedback in amplifiers, Feedback Configurations and multi stage amplifiers",89189,559,24,0,16,PT54M
UC640y4UvDAlya_WOj5U4pfA,Jlzo8OzoZ_c,nptelhrd,Mod-01 Lec-01  Introduction,146186,628,16,0,43,PT56M53S
UC640y4UvDAlya_WOj5U4pfA,KUDGGsyh1Hs,nptelhrd,Mod-01 Lec-01 RF system basic architectures,100544,340,11,0,30,PT58M19S
UC640y4UvDAlya_WOj5U4pfA,k9dhcfIyOFc,nptelhrd,Mod-02 Lec-02 Forecasting -- Time series models -- Simple Exponential smoothing,235533,1089,49,0,110,PT53M1S
UC640y4UvDAlya_WOj5U4pfA,KA8jr4GLzhI,nptelhrd,Mod-07 Lec-31 Line Balancing,81651,369,23,0,19,PT53M9S
UC640y4UvDAlya_WOj5U4pfA,e1yUVLKhcko,nptelhrd,"Mod-02 Lec-03 Forecasting -- Linear Models, Regression, Holt's , seasonality",67037,335,6,0,27,PT53M40S
UC640y4UvDAlya_WOj5U4pfA,Gc8emFk-2vc,nptelhrd,Mod-01 Lec-01 Introduction: Vertex cover and independent set,75847,148,15,0,27,PT56M13S
UC640y4UvDAlya_WOj5U4pfA,Q-HugPvA7GQ,nptelhrd,Introduction,213332,324,25,0,34,PT59M3S
UC640y4UvDAlya_WOj5U4pfA,-eBRqhfdGrU,nptelhrd,Mod-01 Lec-01 EFM Course Outline,76708,221,7,0,18,PT48M59S
UC640y4UvDAlya_WOj5U4pfA,zgX6S7tEScI,nptelhrd,Mod-01 Lec-03 Dirac Delta Function & Fourier Transforms,71341,614,11,0,38,PT58M17S
UC640y4UvDAlya_WOj5U4pfA,s4CN6aVKhPo,nptelhrd,Mod-01 Lec-01 Review of Basic Structural Analysis I,287244,1161,46,0,36,PT52M22S
UC640y4UvDAlya_WOj5U4pfA,7Z3LE5uM-6Y,nptelhrd,Lecture-01 Signals,217716,441,25,0,31,PT29M36S
UC640y4UvDAlya_WOj5U4pfA,Z_8MpZeMdD4,nptelhrd,Mod-01 Lec-38 Genetic Algorithms,176508,816,42,0,61,PT54M52S
UC640y4UvDAlya_WOj5U4pfA,-aIRqNnUvEg,nptelhrd,Mod-01 Lec-01 GRAMMARS AND NATURAL LANGUAGE PROCESSING,311529,947,31,0,100,PT53M26S
UC640y4UvDAlya_WOj5U4pfA,D-9M3GWoBrw,nptelhrd,Superconductivity,100037,792,46,0,42,PT51M47S
UC640y4UvDAlya_WOj5U4pfA,KBe1d8BdjqQ,nptelhrd,Maxwell Boltzmann Statistics,93684,658,35,0,51,PT54M49S
UC640y4UvDAlya_WOj5U4pfA,e73sb5pyriQ,nptelhrd,Mod-01 Lec-01 An Overview of a Compiler,162372,184,20,0,20,PT55M54S
UC640y4UvDAlya_WOj5U4pfA,f8RvFlr5wRk,nptelhrd,Mod-01 Lec-01 Introduction to Information Theory  and Coding,98577,215,17,0,25,PT52M54S
UC640y4UvDAlya_WOj5U4pfA,70gLa0-1Rho,nptelhrd,Lec-1 Introduction to Power System Stability Problem-Part-1,121097,363,30,0,43,PT52M8S
UC640y4UvDAlya_WOj5U4pfA,oA4JRcF_3nI,nptelhrd,Lec-30 Compensator Design Using Root Locus Plots,143757,677,18,0,62,PT55M16S
UC640y4UvDAlya_WOj5U4pfA,vVFDm__CdQw,nptelhrd,Lec-1 Introduction to control problem,509271,1457,51,0,89,PT33M43S
UC640y4UvDAlya_WOj5U4pfA,I2nrBITEVls,nptelhrd,Mod-1 Lec-5 Zener Diode and Applications,77524,179,12,0,20,PT1H1M20S
UC640y4UvDAlya_WOj5U4pfA,-jb5A9GIuNQ,nptelhrd,Mod-1 Lec-2 Open Channel Hydraulic Part-1,148420,697,18,0,34,PT1H1M54S
UC640y4UvDAlya_WOj5U4pfA,v1qw-ttBOdA,nptelhrd,Lec-1 Structure of Materials Part-I,72635,210,16,0,13,PT59M40S
UC640y4UvDAlya_WOj5U4pfA,ksR4Xy6tFcM,nptelhrd,Lec-13 Total Quality Management,75127,402,16,0,11,PT57M22S
UC640y4UvDAlya_WOj5U4pfA,Fa8E3tCDIpo,nptelhrd,Lec-1 Nature and Scope of HRM,136068,470,34,0,25,PT53M41S
UC640y4UvDAlya_WOj5U4pfA,ziHfSkOhAmg,nptelhrd,"Lec-9 Primal Dual Relationships, Duality Theorems",106408,288,9,0,25,PT51M37S
UC640y4UvDAlya_WOj5U4pfA,AyRgeA65oI0,nptelhrd,Design for Torsion,66407,266,15,0,6,PT54M6S
UC640y4UvDAlya_WOj5U4pfA,hxakW1miEcM,nptelhrd,Design of Staircases,598911,2090,191,0,115,PT52M52S
UC640y4UvDAlya_WOj5U4pfA,8ATp13mOhvg,nptelhrd,Design of Footings Part - I,284852,1159,94,0,64,PT53M46S
UC640y4UvDAlya_WOj5U4pfA,MkFbC74H0mo,nptelhrd,Design of Slabs Part - V,128527,264,16,0,34,PT53M23S
UC640y4UvDAlya_WOj5U4pfA,wJWt0dcgafs,nptelhrd,Design of Columns Part - I,389771,1205,105,0,55,PT52M5S
UC640y4UvDAlya_WOj5U4pfA,p6aDP4ycISM,nptelhrd,Design of Columns Part - II,124967,327,24,0,27,PT51M50S
UC640y4UvDAlya_WOj5U4pfA,GgatFNtQrBo,nptelhrd,Design of Slabs Part - III,101243,280,14,0,14,PT54M12S
UC640y4UvDAlya_WOj5U4pfA,PDJPcQq3PZE,nptelhrd,Design of Slabs Part - 1,520974,1812,114,0,96,PT52M49S
UC640y4UvDAlya_WOj5U4pfA,iT2pjfYbyZg,nptelhrd,Limit State of Collapse Shear,89403,295,24,0,10,PT55M11S
UC640y4UvDAlya_WOj5U4pfA,0fTvE8aSsiE,nptelhrd,Design of Doubly Reinforced Beam Flexure - I,203535,610,52,0,37,PT56M13S
UC640y4UvDAlya_WOj5U4pfA,j-7aVssJk8I,nptelhrd,Working Stress Method,283623,1039,76,0,66,PT51M58S
UC640y4UvDAlya_WOj5U4pfA,D1m2K-zybf0,nptelhrd,Working Stress Method (Contd...),132341,361,25,0,40,PT52M34S
UC640y4UvDAlya_WOj5U4pfA,ba3mZhOpsTM,nptelhrd,Different Methods of Design of Reinforced Concrete Structures,269484,910,37,0,62,PT53M7S
UC640y4UvDAlya_WOj5U4pfA,pIdaC_I6H_M,nptelhrd,Introduction - I,782139,3249,115,0,190,PT55M9S
UC640y4UvDAlya_WOj5U4pfA,3Do2cZMUGYc,nptelhrd,Materials,219675,797,33,0,55,PT53M38S
UC640y4UvDAlya_WOj5U4pfA,K7VIKlUdo20,nptelhrd,Lec-17 Linked Lists-I,336076,885,52,0,68,PT42M9S
UC640y4UvDAlya_WOj5U4pfA,atfNaIY9WbQ,nptelhrd,Lec-3 C Programming-II,190502,378,9,0,48,PT47M13S
UC640y4UvDAlya_WOj5U4pfA,3QiItmIWmOM,nptelhrd,Lec-2 C Programming-I,416133,830,52,0,94,PT34M58S
UC640y4UvDAlya_WOj5U4pfA,T6jHXD78dBI,nptelhrd,Mod-1 Lec-1 Complex Integration,99338,227,13,0,22,PT53M35S
UC640y4UvDAlya_WOj5U4pfA,6nguX-cEsvw,nptelhrd,Mod-1 Lec-1 Fundamentals Of Engineering Mechanics,183126,300,34,0,38,PT58M47S
UC640y4UvDAlya_WOj5U4pfA,IcJOkRZPNMI,nptelhrd,"Lec-16 Pipe Friction, Major Loss, Minor Loss",77638,324,15,0,28,PT53M43S
UC640y4UvDAlya_WOj5U4pfA,HpoilOJ1Ahc,nptelhrd,Lec-12 Steam Turbine-Impulse,123683,377,18,0,30,PT53M55S
UC640y4UvDAlya_WOj5U4pfA,LUZrZJJ7zNQ,nptelhrd,"Lec-6 Property of Pure Substance, Steam Table",163768,961,42,0,64,PT53M5S
UC640y4UvDAlya_WOj5U4pfA,4-BI22Wx4Pc,nptelhrd,Lec-20 Vapors Power Cycle-I,192013,869,36,0,62,PT1H9S
UC640y4UvDAlya_WOj5U4pfA,o9ueYSKj9og,nptelhrd,Lec-19 Properties of Ideal Gases,67529,173,11,0,14,PT59M18S
UC640y4UvDAlya_WOj5U4pfA,pJM9Fh9Fp-I,nptelhrd,Lec-16 Properties of Pure Substances-I,158267,514,23,0,30,PT1H5S
UC640y4UvDAlya_WOj5U4pfA,bvqyQB9_N8M,nptelhrd,Lec-11 Second Law and Available Energy-II,110742,346,18,0,47,PT1H7S
UC640y4UvDAlya_WOj5U4pfA,5q_MMdGINgQ,nptelhrd,Lec-7 Second Law and Its Corollaries-II,136188,402,22,0,25,PT1H4S
UC640y4UvDAlya_WOj5U4pfA,bTgeUXbFiaE,nptelhrd,Lec-8 Second Law and Its Corollaries-III,123424,397,11,0,42,PT1H7S
UC640y4UvDAlya_WOj5U4pfA,bCToK4_dmbU,nptelhrd,Lec-5 First Low-III,136859,341,24,0,74,PT1H23S
UC640y4UvDAlya_WOj5U4pfA,lvy8h-yWhRQ,nptelhrd,Lec-6 Second Law and Its Corollaries-I,187936,612,32,0,76,PT1H5S
UC640y4UvDAlya_WOj5U4pfA,6dFnpz_AEyA,nptelhrd,Lecture 1 - Digital Signal Processing Introduction,600886,1581,77,0,131,PT25M26S
UC640y4UvDAlya_WOj5U4pfA,xQwi9fveGTQ,nptelhrd,Lec-2 Zeroth Law and Fundamental Concepts,343525,1182,60,0,68,PT39M52S
UC640y4UvDAlya_WOj5U4pfA,9GMBpZZtjXM,nptelhrd,Lec-1 Introduction and Fundamental Concepts,1147456,4234,184,0,276,PT1H2S
UC640y4UvDAlya_WOj5U4pfA,H58TPQNr2kM,nptelhrd,Lec-34 Critical Path Method,313746,838,29,0,97,PT57M56S
UC640y4UvDAlya_WOj5U4pfA,2aPlzhsEsIw,nptelhrd,Lec-31 Single Server Queueing Models,204627,913,28,0,83,PT56M56S
UC640y4UvDAlya_WOj5U4pfA,h0bdo06qNVw,nptelhrd,Lec-33 Game Theory,305136,1021,49,0,87,PT58M36S
UC640y4UvDAlya_WOj5U4pfA,PavZX3hAL6I,nptelhrd,Lec-32 Multiple Server Queueing Models,119949,376,16,0,39,PT56M13S
UC640y4UvDAlya_WOj5U4pfA,A1wsIFDKqBk,nptelhrd,Lec-29 Vehicle Routeing Problem,96151,463,11,0,44,PT59M8S
UC640y4UvDAlya_WOj5U4pfA,xGkpXk-AnWU,nptelhrd,Lec-30 Queueing Models,454651,2672,89,0,212,PT58M32S
UC640y4UvDAlya_WOj5U4pfA,LjvdXKsvUpU,nptelhrd,Lec-26 Heuristics for TSP,66418,255,9,0,16,PT58M8S
UC640y4UvDAlya_WOj5U4pfA,UtSrgTsKUfU,nptelhrd,Lec-23 Minimum Cost Flow Problem,100249,363,11,0,37,PT58M32S
UC640y4UvDAlya_WOj5U4pfA,wVu5qN0E4ww,nptelhrd,Lec-20 Shortest Path Problem,203854,415,20,0,39,PT58M4S
UC640y4UvDAlya_WOj5U4pfA,Dmw3OsyT5yw,nptelhrd,Lec-19 Network Models,230754,881,17,0,71,PT58M16S
UC640y4UvDAlya_WOj5U4pfA,F8qiM3o0Jc0,nptelhrd,Lecture - 11 The Graph Theory Approach for Electrical Circuits(Part-I),237421,1244,84,0,42,PT57M43S
UC640y4UvDAlya_WOj5U4pfA,mtRR-5fzKo8,nptelhrd,Mod-1 Lec-1 Introduction to Design of Steel Structures,392665,1096,62,0,78,PT1H1M12S
UC640y4UvDAlya_WOj5U4pfA,Ru3FhYbjcFs,nptelhrd,Lec-1 Introduction,64608,147,5,0,18,PT43M22S
UC640y4UvDAlya_WOj5U4pfA,TH9nd-KdVHs,nptelhrd,Lec-1 Introduction to Digital Computer Organization,108369,198,6,0,19,PT47M50S
UC640y4UvDAlya_WOj5U4pfA,LRkqW3QraBA,nptelhrd,Lec-15 Transportation Problem-Other Issues,106222,245,8,0,35,PT1H1M41S
UC640y4UvDAlya_WOj5U4pfA,vbNDNkvzzuk,nptelhrd,Lec-2 Artificial Neuron Model and Linear Regression,130817,497,20,0,79,PT58M28S
UC640y4UvDAlya_WOj5U4pfA,xbYgKoG4x2g,nptelhrd,Lec-1 Introduction to Artificial Neural Networks,445191,1488,52,0,153,PT53M50S
UC640y4UvDAlya_WOj5U4pfA,Zxs-f4HsTDk,nptelhrd,"Lec-5 Learning Mechanisms-Hebbian,Competitive,Boltzmann",74221,267,13,0,33,PT57M16S
UC640y4UvDAlya_WOj5U4pfA,KshIEHQn5ZM,nptelhrd,Lec-3 Gradient Descent Algorithm,117711,366,30,0,53,PT56M35S
UC640y4UvDAlya_WOj5U4pfA,RnZnIIksdwU,nptelhrd,Lec-14 Transportation Problem-Optimal Solutions,378857,1437,56,0,199,PT1H1M8S
UC640y4UvDAlya_WOj5U4pfA,pcSvhMpoSDs,nptelhrd,Lec-34 Method of Plastic Analysis,115626,500,30,0,23,PT59M56S
